690 files	Cell Line	Factor	UCSC Accession	Size	Additional Details
Download	HeLa-S3	TCF7L2	wgEncodeEH002069	75 KB	lab=USC; view=Peaks; treatment=None; antibody=TCF7L2; control=UCDavis; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH001754; quality=caution; tableName=wgEncodeAwgTfbsSydhHelas3Tcf7l2UcdUniPk; md5sum=b9fe8aea88796d36a9623e5f25ed45fc;
Download	HeLa-S3	TCF7L2	wgEncodeEH002813	428 KB	lab=USC; view=Peaks; treatment=None; antibody=TCF7L2_C9B9_(2565); control=UCDavis; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH001754; quality=good; tableName=wgEncodeAwgTfbsSydhHelas3Tcf7l2c9b92565UcdUniPk; md5sum=8cfbf1baadb32041b901ec86d7133777;
Download	HeLa-S3	TFAP2A	wgEncodeEH000685	418 KB	lab=USC; view=Peaks; treatment=None; antibody=AP-2alpha; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000612; quality=good; tableName=wgEncodeAwgTfbsSydhHelas3Ap2alphaUniPk; md5sum=7449a3d4f7398f4b6e1bf5c205fe5237;
Download	HeLa-S3	TFAP2C	wgEncodeEH000686	572 KB	lab=USC; view=Peaks; treatment=None; antibody=AP-2gamma; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000612; quality=good; tableName=wgEncodeAwgTfbsSydhHelas3Ap2gammaUniPk; md5sum=76c08d6ea62a84cfdd8cf8dc85f394d2;
Download	HeLa-S3	USF2	wgEncodeEH001819	304 KB	lab=Stanford; view=Peaks; treatment=None; antibody=USF2; control=IgG-mus; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000633; quality=good; tableName=wgEncodeAwgTfbsSydhHelas3Usf2IggmusUniPk; md5sum=e1da0ce02a5e711cdec3c9a52809d3ab;
Download	HeLa-S3	ZKSCAN1	wgEncodeEH002857	106 KB	lab=Stanford; view=Peaks; treatment=None; antibody=ZKSCAN1_(HPA006672); control=IgG-rab; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000744; quality=caution; tableName=wgEncodeAwgTfbsSydhHelas3Zkscan1hpa006672IggrabUniPk; md5sum=8511ed9fa90f23ba4175616d23742ee7;
Download	HeLa-S3	ZNF143	wgEncodeEH002028	177 KB	lab=Stanford; view=Peaks; treatment=None; antibody=Znf143_(16618-1-AP); control=IgG-rab; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000744; quality=good; tableName=wgEncodeAwgTfbsSydhHelas3Znf143IggrabUniPk; md5sum=fc3fc0f1591560d354cd894b3aa15fc7;
Download	HeLa-S3	ZNF274	wgEncodeEH001763	2.3 KB	lab=USC; view=Peaks; treatment=None; antibody=ZNF274; control=UCDavis; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH001754; quality=caution; tableName=wgEncodeAwgTfbsSydhHelas3Znf274UcdUniPk; md5sum=374d9e365c5ea497e115b12d1e84efec;
Download	HeLa-S3	ZZZ3	wgEncodeEH001872	7.1 KB	lab=Harvard; view=Peaks; treatment=None; antibody=ZZZ3; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000612; quality=caution; tableName=wgEncodeAwgTfbsSydhHelas3Zzz3UniPk; md5sum=0ec59fa1611ccf57a7ee274d285d49ce;
Download	HepG2	ARID3A	wgEncodeEH002858	440 KB	lab=Stanford; view=Peaks; treatment=None; antibody=ARID3A_(NB100-279); control=IgG-rab; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH001791; quality=good; tableName=wgEncodeAwgTfbsSydhHepg2Arid3anb100279IggrabUniPk; md5sum=1236cfa8e7bbf888193f0132e6e21ff2;
Download	HepG2	ATF3	wgEncodeEH001568	81 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=ATF3; dataVersion=ENCODE Mar 2012 Freeze; controlId=SL1781; quality=good; tableName=wgEncodeAwgTfbsHaibHepg2Atf3V0416101UniPk; md5sum=47f5c37843d8036138b84d95696c830c;
Download	HepG2	BHLHE40	wgEncodeEH001515	71 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=BHLHE40; dataVersion=ENCODE Mar 2012 Freeze; controlId=SL593; quality=good; tableName=wgEncodeAwgTfbsHaibHepg2Bhlhe40V0416101UniPk; md5sum=6cd54a7820546fb4eb7a8d8a1684287f;
Download	HepG2	BHLHE40	wgEncodeEH002032	363 KB	lab=Stanford; view=Peaks; treatment=None; antibody=BHLHE40_(NB100-1800); control=IgG-rab; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH001791; quality=good; tableName=wgEncodeAwgTfbsSydhHepg2Bhlhe40cIggrabUniPk; md5sum=b73c7fb69e2e761115e2c99aa2cab2c2;
Download	HepG2	BRCA1	wgEncodeEH001859	40 KB	lab=Stanford; view=Peaks; treatment=None; antibody=BRCA1_(A300-000A); control=IgG-rab; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH001791; quality=caution; tableName=wgEncodeAwgTfbsSydhHepg2Brca1a300IggrabUniPk; md5sum=5a2f2980325694b0beda440cbd212266;
Download	HepG2	CEBPB	wgEncodeEH000750	347 KB	lab=Stanford; view=Peaks; treatment=forskolin; antibody=CEBPB; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000755; quality=good; tableName=wgEncodeAwgTfbsSydhHepg2CebpbForsklnUniPk; md5sum=5308c7e97a264f168941c4d11c233a05;
Download	HepG2	CEBPB	wgEncodeEH001829	1.3 MB	lab=Stanford; view=Peaks; treatment=None; antibody=CEBPB; control=IgG-rab; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH001791; quality=good; tableName=wgEncodeAwgTfbsSydhHepg2CebpbIggrabUniPk; md5sum=b0fa9efa275c291bacc9156c51e84d70;
Download	HepG2	CEBPB	wgEncodeEH002304	343 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=CEBPB_(SC-150); dataVersion=ENCODE Mar 2012 Freeze; controlId=SL3976; quality=good; tableName=wgEncodeAwgTfbsHaibHepg2Cebpbsc150V0416101UniPk; md5sum=98ffbb959e8f2070b54643391f2479c1;
Download	HepG2	CEBPD	wgEncodeEH002305	237 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=CEBPD_(SC-636); dataVersion=ENCODE Mar 2012 Freeze; controlId=SL3976; quality=good; tableName=wgEncodeAwgTfbsHaibHepg2Cebpdsc636V0416101UniPk; md5sum=a4c1be68a63918b95d04209db207debe;
Download	HepG2	CHD2	wgEncodeEH001840	130 KB	lab=Stanford; view=Peaks; treatment=None; antibody=CHD2_(AB68301); control=IgG-rab; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH001791; quality=good; tableName=wgEncodeAwgTfbsSydhHepg2Chd2ab68301IggrabUniPk; md5sum=809fcc93752789a75501801687524615;
Download	HepG2	CTCF	wgEncodeEH000080	891 KB	lab=Broad; view=Peaks; treatment=None; antibody=CTCF; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000084; quality=good; tableName=wgEncodeAwgTfbsBroadHepg2CtcfUniPk; md5sum=6f8ab32864e515e0362494a3a8df2b8e;
Download	HepG2	CTCF	wgEncodeEH000401	905 KB	lab=UW; view=Peaks; treatment=None; antibody=CTCF; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000470; quality=good; tableName=wgEncodeAwgTfbsUwHepg2CtcfUniPk; md5sum=3fdf2bfeeb9bf469510d615efec560ae;
Download	HepG2	CTCF	wgEncodeEH000543	737 KB	lab=UT-A; view=Peaks; treatment=None; antibody=CTCF; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000538; quality=good; tableName=wgEncodeAwgTfbsUtaHepg2CtcfUniPk; md5sum=1a9875d4cac3232e873e1d1fae652a26;
Download	HepG2	CTCF	wgEncodeEH001516	1.1 MB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=CTCF_(SC-5916); dataVersion=ENCODE Mar 2012 Freeze; controlId=SL1781; quality=good; tableName=wgEncodeAwgTfbsHaibHepg2Ctcfsc5916V0416101UniPk; md5sum=d18cfa1a4bd336be6edce5a01b8f6e8f;
Download	HepG2	ELF1	wgEncodeEH001641	444 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=ELF1_(SC-631); dataVersion=ENCODE Mar 2012 Freeze; controlId=SL1781; quality=good; tableName=wgEncodeAwgTfbsHaibHepg2Elf1sc631V0416101UniPk; md5sum=e4e2678b08f2bdf9a799fb622aa9132d;
Download	HepG2	EP300	wgEncodeEH001612	638 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=p300; dataVersion=ENCODE Mar 2012 Freeze; controlId=SL1781; quality=good; tableName=wgEncodeAwgTfbsHaibHepg2P300V0416101UniPk; md5sum=40c0ea8b53f7ad736dfe720b822ec412;
Download	HepG2	EP300	wgEncodeEH001862	171 KB	lab=Stanford; view=Peaks; treatment=None; antibody=p300_(SC-584); control=IgG-rab; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH001791; quality=caution; tableName=wgEncodeAwgTfbsSydhHepg2P300sc582IggrabUniPk; md5sum=a2f9fa76ea383819b4f5759791fbcfe5;
Download	HepG2	ESRRA	wgEncodeEH000751	26 KB	lab=Stanford; view=Peaks; treatment=forskolin; antibody=ERRA; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000755; quality=caution; tableName=wgEncodeAwgTfbsSydhHepg2ErraForsklnUniPk; md5sum=07f27a8ea147d7bfe1a83a5c869c0c93;
Download	HepG2	EZH2	wgEncodeEH002416	85 KB	lab=Broad; view=Peaks; treatment=None; antibody=EZH2_(39875); control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000084; quality=caution; tableName=wgEncodeAwgTfbsBroadHepg2Ezh239875UniPk; md5sum=5e3ba666537059025883191074765280;
Download	HepG2	FOSL2	wgEncodeEH001501	616 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=FOSL2; dataVersion=ENCODE Mar 2012 Freeze; controlId=SL593; quality=good; tableName=wgEncodeAwgTfbsHaibHepg2Fosl2V0416101UniPk; md5sum=d0f10ffddf21bbbdfc5ece27cf2cd4cc;
Download	HepG2	FOXA1	wgEncodeEH001594	991 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=FOXA1_(SC-6553); dataVersion=ENCODE Mar 2012 Freeze; controlId=SL1400; quality=good; tableName=wgEncodeAwgTfbsHaibHepg2Foxa1sc6553V0416101UniPk; md5sum=dd63a3c7a6ffa2edecd1998afa3fa7f7;
Download	HepG2	FOXA1	wgEncodeEH001630	983 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=FOXA1_(SC-101058); dataVersion=ENCODE Mar 2012 Freeze; controlId=SL1400; quality=good; tableName=wgEncodeAwgTfbsHaibHepg2Foxa1sc101058V0416101UniPk; md5sum=edf66db8aa3835e32eba0d6b12ac8db3;
Download	HepG2	FOXA2	wgEncodeEH001650	791 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=FOXA2_(SC-6554); dataVersion=ENCODE Mar 2012 Freeze; controlId=SL1781; quality=good; tableName=wgEncodeAwgTfbsHaibHepg2Foxa2sc6554V0416101UniPk; md5sum=1319b9925a19b1cbc0e3037374f841eb;
Download	HepG2	GABPA	wgEncodeEH001548	203 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=GABP; dataVersion=ENCODE Mar 2012 Freeze; controlId=SL294; quality=good; tableName=wgEncodeAwgTfbsHaibHepg2GabpPcr2xUniPk; md5sum=e7701a7c2d37da33ce19de9db750c65a;
Download	HepG2	GRp20	wgEncodeEH000752	16 KB	lab=Stanford; view=Peaks; treatment=forskolin; antibody=GRp20; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000755; quality=caution; tableName=wgEncodeAwgTfbsSydhHepg2Grp20ForsklnUniPk; md5sum=0f6bfd4cdebd8a18dca568b6a1d09465;
Download	HepG2	HDAC2	wgEncodeEH001618	438 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=HDAC2_(SC-6296); dataVersion=ENCODE Mar 2012 Freeze; controlId=SL1781; quality=good; tableName=wgEncodeAwgTfbsHaibHepg2Hdac2sc6296V0416101UniPk; md5sum=7193883778bf5bfac5ccc0ac86650cc0;
Download	HepG2	HNF4A	wgEncodeEH000753	208 KB	lab=Stanford; view=Peaks; treatment=forskolin; antibody=HNF4A; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000755; quality=good; tableName=wgEncodeAwgTfbsSydhHepg2Hnf4aForsklnUniPk; md5sum=1997b27597cfd1cd0158790fffa85958;
Download	HepG2	HNF4A	wgEncodeEH001595	398 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=HNF4A_(SC-8987); dataVersion=ENCODE Mar 2012 Freeze; controlId=SL1400; quality=good; tableName=wgEncodeAwgTfbsHaibHepg2Hnf4asc8987V0416101UniPk; md5sum=33e53673f02526ee2b38d5d05763585a;
Download	HepG2	HNF4G	wgEncodeEH001651	443 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=HNF4G_(SC-6558); dataVersion=ENCODE Mar 2012 Freeze; controlId=SL1781; quality=good; tableName=wgEncodeAwgTfbsHaibHepg2Hnf4gsc6558V0416101UniPk; md5sum=2a5d6496465166565e78e57c5085adee;
Download	HepG2	HSF1	wgEncodeEH000754	32 KB	lab=Stanford; view=Peaks; treatment=forskolin; antibody=HSF1; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000755; quality=caution; tableName=wgEncodeAwgTfbsSydhHepg2Hsf1ForsklnUniPk; md5sum=40d7a4db4bf4458e012ca6d796034c3a;
Download	HepG2	IRF3	wgEncodeEH001800	19 KB	lab=Stanford; view=Peaks; treatment=None; antibody=IRF3; control=IgG-rab; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH001791; quality=caution; tableName=wgEncodeAwgTfbsSydhHepg2Irf3IggrabUniPk; md5sum=7a7984f92d5f551f58090843e884969c;
Download	HepG2	JUN	wgEncodeEH001794	318 KB	lab=Stanford; view=Peaks; treatment=None; antibody=c-Jun; control=IgG-rab; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH001791; quality=good; tableName=wgEncodeAwgTfbsSydhHepg2CjunIggrabUniPk; md5sum=f5f470d248b771536498b3f1cf567375;
Download	HepG2	JUND	wgEncodeEH001470	408 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=JunD; dataVersion=ENCODE Mar 2012 Freeze; controlId=SL593; quality=good; tableName=wgEncodeAwgTfbsHaibHepg2JundPcr1xUniPk; md5sum=f5cee838f0bf761f590292821dc952af;
Download	HepG2	JUND	wgEncodeEH001801	776 KB	lab=Stanford; view=Peaks; treatment=None; antibody=JunD; control=IgG-rab; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH001791; quality=good; tableName=wgEncodeAwgTfbsSydhHepg2JundIggrabUniPk; md5sum=047eb0ceb415259c8de783dcc4359f50;
Download	HepG2	MAFF	wgEncodeEH001841	879 KB	lab=Stanford; view=Peaks; treatment=None; antibody=MafF_(M8194); control=IgG-rab; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH001791; quality=good; tableName=wgEncodeAwgTfbsSydhHepg2Maffm8194IggrabUniPk; md5sum=e6051a1f0a50ce6275cefb477849139e;
Download	HepG2	MAFK	wgEncodeEH001842	1.4 MB	lab=Stanford; view=Peaks; treatment=None; antibody=MafK_(ab50322); control=IgG-rab; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH001791; quality=good; tableName=wgEncodeAwgTfbsSydhHepg2Mafkab50322IggrabUniPk; md5sum=757e1725d29ea80b7a0c3dd8dbe9629c;
Download	HepG2	MAFK	wgEncodeEH001850	920 KB	lab=Stanford; view=Peaks; treatment=None; antibody=MafK_(SC-477); control=IgG-rab; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH001791; quality=good; tableName=wgEncodeAwgTfbsSydhHepg2Mafksc477IggrabUniPk; md5sum=abe55956ed2667373ed50eac9876904a;
Download	HepG2	MAX	wgEncodeEH002796	299 KB	lab=Stanford; view=Peaks; treatment=None; antibody=Max; control=IgG-rab; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH001791; quality=good; tableName=wgEncodeAwgTfbsSydhHepg2MaxIggrabUniPk; md5sum=e38570856775553738021e4f3456d73e;
Download	HepG2	MAZ	wgEncodeEH002860	305 KB	lab=Stanford; view=Peaks; treatment=None; antibody=MAZ_(ab85725); control=IgG-rab; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH001791; quality=good; tableName=wgEncodeAwgTfbsSydhHepg2Mazab85725IggrabUniPk; md5sum=bbc05f27465b9983157ac87c8bc34eb3;
Download	HepG2	MBD4	wgEncodeEH002318	142 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=MBD4_(SC-271530); dataVersion=ENCODE Mar 2012 Freeze; controlId=SL6019; quality=caution; tableName=wgEncodeAwgTfbsHaibHepg2Mbd4sc271530V0422111UniPk; md5sum=1b62a3ee2140df5bc1fef42a78416008;
Download	HepG2	MXI1	wgEncodeEH002029	510 KB	lab=Stanford; view=Peaks; treatment=None; antibody=Mxi1_(AF4185); control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000674; quality=good; tableName=wgEncodeAwgTfbsSydhHepg2Mxi1UniPk; md5sum=65814ec4ede794ae7c2eb9b7ab6dda8d;
Download	HepG2	MYBL2	wgEncodeEH002344	372 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=MYBL2_(SC-81192); dataVersion=ENCODE Mar 2012 Freeze; controlId=SL6019; quality=good; tableName=wgEncodeAwgTfbsHaibHepg2Mybl2sc81192V0422111UniPk; md5sum=5ff78b967ed75432996e25991be0dfbf;
Download	HepG2	MYC	wgEncodeEH000545	98 KB	lab=UT-A; view=Peaks; treatment=None; antibody=c-Myc; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000538; quality=caution; tableName=wgEncodeAwgTfbsUtaHepg2CmycUniPk; md5sum=8f3e8876c0870790ca0f6c684c0d549f;
Download	HepG2	NFIC	wgEncodeEH002319	389 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=NFIC_(SC-81335); dataVersion=ENCODE Mar 2012 Freeze; controlId=SL6019; quality=good; tableName=wgEncodeAwgTfbsHaibHepg2Nficsc81335V0422111UniPk; md5sum=3b77304453102512bedf75af9e851f65;
Download	HepG2	NR2C2	wgEncodeEH000675	67 KB	lab=USC; view=Peaks; treatment=None; antibody=TR4; control=UCDavis; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000674; quality=good; tableName=wgEncodeAwgTfbsSydhHepg2Tr4UcdUniPk; md5sum=ccdf4e8ab00e5f02af9021f30a0381dd;
Download	HepG2	NRF1	wgEncodeEH001802	52 KB	lab=Stanford; view=Peaks; treatment=None; antibody=Nrf1; control=IgG-rab; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH001791; quality=caution; tableName=wgEncodeAwgTfbsSydhHepg2Nrf1IggrabUniPk; md5sum=dd63af0f528273bd35b8d2975502bd81;
Download	HepG2	POLR2A	wgEncodeEH000554	290 KB	lab=UT-A; view=Peaks; treatment=None; antibody=Pol2; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000538; quality=good; tableName=wgEncodeAwgTfbsUtaHepg2Pol2UniPk; md5sum=29d4ec7b135d0d8c9721d001c6c96843;
Download	HepG2	POLR2A	wgEncodeEH000758	537 KB	lab=Stanford; view=Peaks; treatment=forskolin; antibody=Pol2; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000755; quality=good; tableName=wgEncodeAwgTfbsSydhHepg2Pol2ForsklnUniPk; md5sum=b4e4d468c64dee50df3885665af6471f;
Download	HepG2	POLR2A	wgEncodeEH001550	528 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=Pol2; dataVersion=ENCODE Mar 2012 Freeze; controlId=SL294; quality=good; tableName=wgEncodeAwgTfbsHaibHepg2Pol2Pcr2xUniPk; md5sum=64dc952d5190551d8470d7e3735a9758;
Download	HepG2	POLR2A	wgEncodeEH001792	448 KB	lab=Stanford; view=Peaks; treatment=None; antibody=Pol2; control=IgG-rab; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH001791; quality=good; tableName=wgEncodeAwgTfbsSydhHepg2Pol2IggrabUniPk; md5sum=82284c8a016453103fcf1360e3c569a6;
Download	HepG2	POLR2A	wgEncodeEH001860	106 KB	lab=Stanford; view=Peaks; treatment=None; antibody=Pol2(phosphoS2); control=IgG-rab; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH001791; quality=good; tableName=wgEncodeAwgTfbsSydhHepg2Pol2s2IggrabUniPk; md5sum=8fe3e6975af768073ffb1743f4103f82;
Download	HepG2	POLR2A	wgEncodeEH002278	400 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=Pol2-4H8; dataVersion=ENCODE Mar 2012 Freeze; controlId=SL1781; quality=good; tableName=wgEncodeAwgTfbsHaibHepg2Pol24h8V0416102UniPk; md5sum=168c6d62bce036920bb4f1c331f112bf;
Download	HepG2	PPARGC1A	wgEncodeEH000757	35 KB	lab=Stanford; view=Peaks; treatment=forskolin; antibody=PGC1A; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000755; quality=caution; tableName=wgEncodeAwgTfbsSydhHepg2Pgc1aForsklnUniPk; md5sum=bc7ee3bb024a74e4526b9e12c6f53b1a;
Download	HepG2	RAD21	wgEncodeEH001608	1.2 MB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=Rad21; dataVersion=ENCODE Mar 2012 Freeze; controlId=SL1781; quality=good; tableName=wgEncodeAwgTfbsHaibHepg2Rad21V0416101UniPk; md5sum=2ebe130b019e3510d17c6d7e165ec458;
Download	HepG2	RAD21	wgEncodeEH001803	872 KB	lab=Stanford; view=Peaks; treatment=None; antibody=Rad21; control=IgG-rab; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH001791; quality=good; tableName=wgEncodeAwgTfbsSydhHepg2Rad21IggrabUniPk; md5sum=166f9b210e99a4e1efd072e1f44c2adc;
Download	HepG2	RCOR1	wgEncodeEH002845	139 KB	lab=Stanford; view=Peaks; treatment=None; antibody=COREST_(sc-30189); control=IgG-rab; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH001791; quality=good; tableName=wgEncodeAwgTfbsSydhHepg2Corestsc30189IggrabUniPk; md5sum=8e640e2c87fd7afa50d7f016ea338486;
Download	HepG2	REST	wgEncodeEH001549	149 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=NRSF; dataVersion=ENCODE Mar 2012 Freeze; controlId=SL294; quality=good; tableName=wgEncodeAwgTfbsHaibHepg2NrsfPcr2xUniPk; md5sum=98fef4717d98e62f79c5ef23d894bbff;
Download	HepG2	REST	wgEncodeEH002263	273 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=NRSF; dataVersion=ENCODE Mar 2012 Freeze; controlId=SL3976; quality=good; tableName=wgEncodeAwgTfbsHaibHepg2NrsfV0416101UniPk; md5sum=00fe8be729e49019059cc4fc34026b65;
Download	HepG2	RFX5	wgEncodeEH001843	154 KB	lab=Stanford; view=Peaks; treatment=None; antibody=RFX5_(200-401-194); control=IgG-rab; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH001791; quality=good; tableName=wgEncodeAwgTfbsSydhHepg2Rfx5200401194IggrabUniPk; md5sum=5c163a38f1ec798a9d511e4110c02966;
Download	HepG2	RXRA	wgEncodeEH001506	370 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=RXRA; dataVersion=ENCODE Mar 2012 Freeze; controlId=SL593; quality=good; tableName=wgEncodeAwgTfbsHaibHepg2RxraPcr1xUniPk; md5sum=ba75772595fe096da67fd998426ba22c;
Download	HepG2	SIN3AK20	wgEncodeEH001471	386 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=Sin3Ak-20; dataVersion=ENCODE Mar 2012 Freeze; controlId=SL593; quality=good; tableName=wgEncodeAwgTfbsHaibHepg2Sin3ak20Pcr1xUniPk; md5sum=9695e8b6134e3b430342734ab41b16f1;
Download	HepG2	SMC3	wgEncodeEH001861	762 KB	lab=Stanford; view=Peaks; treatment=None; antibody=SMC3_(ab9263); control=IgG-rab; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH001791; quality=good; tableName=wgEncodeAwgTfbsSydhHepg2Smc3ab9263IggrabUniPk; md5sum=5dc2cfe64b4f3e2e52727a24b8850ce7;
Download	HepG2	SP1	wgEncodeEH001561	609 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=SP1; dataVersion=ENCODE Mar 2012 Freeze; controlId=SL1400; quality=good; tableName=wgEncodeAwgTfbsHaibHepg2Sp1Pcr1xUniPk; md5sum=0d09e0324a3311d6be68d968a88b9980;
Download	HepG2	SP2	wgEncodeEH002264	53 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=SP2_(SC-643); dataVersion=ENCODE Mar 2012 Freeze; controlId=SL6019; quality=caution; tableName=wgEncodeAwgTfbsHaibHepg2Sp2V0422111UniPk; md5sum=50ac7960160f8fbb35b34c60814e65b8;
Download	HepG2	SREBP1	wgEncodeEH000759	68 KB	lab=Stanford; view=Peaks; treatment=insulin; antibody=SREBP1; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000756; quality=good; tableName=wgEncodeAwgTfbsSydhHepg2Srebp1InslnUniPk; md5sum=c830e7ebc141b6cb519f272ebb035945;
Download	HepG2	SRF	wgEncodeEH001611	131 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=SRF; dataVersion=ENCODE Mar 2012 Freeze; controlId=SL1781; quality=good; tableName=wgEncodeAwgTfbsHaibHepg2SrfV0416101UniPk; md5sum=bb88e693c0fdae8713c19e300cd99278;
Download	HepG2	TAF1	wgEncodeEH001551	339 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=TAF1; dataVersion=ENCODE Mar 2012 Freeze; controlId=SL294; quality=good; tableName=wgEncodeAwgTfbsHaibHepg2Taf1Pcr2xUniPk; md5sum=5c419b782b10f88fc28f9a4c68b0621c;
Download	HepG2	TBP	wgEncodeEH001793	339 KB	lab=Stanford; view=Peaks; treatment=None; antibody=TBP; control=IgG-rab; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH001791; quality=good; tableName=wgEncodeAwgTfbsSydhHepg2TbpIggrabUniPk; md5sum=05baab142d319f2d03a45261ff8a41e2;
Download	HepG2	TCF12	wgEncodeEH001544	51 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=TCF12; dataVersion=ENCODE Mar 2012 Freeze; controlId=SL1400; quality=good; tableName=wgEncodeAwgTfbsHaibHepg2Tcf12Pcr1xUniPk; md5sum=df5741f5b9c79860b8843ed67973cf19;
Download	HepG2	TCF7L2	wgEncodeEH001780	65 KB	lab=USC; view=Peaks; treatment=None; antibody=TCF7L2; control=UCDavis; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000674; quality=caution; tableName=wgEncodeAwgTfbsSydhHepg2Tcf7l2UcdUniPk; md5sum=188806ef2483a6aeed18e1746509bda8;
